知乎资料,来源,最终结果,权重,句子,合集,感情状况,最近的感觉,什么让你有这种感觉
,2号,我理解错误是成功路上的必经站，不会因害怕错误而停下脚步。,2,我理解错误是成功路上的必经站，不会因害怕错误而停下脚步。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['很好', '开心']",['自己']
,2号,我知道处理挫折和失望的路上，自己并不孤单。,1,我知道处理挫折和失望的路上，自己并不孤单。,平和心境,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['一般', '不好']","['自己', '感情']"
,2号,我心怀感恩，对于自己之所拥有，愈发珍惜。,1,我心怀感恩，对于自己之所拥有，愈发珍惜。,心灵成长,"['正在恋爱', '快乐地单身着']","['很好', '一般']","['自己', '健康', '感情', '工作', '学业']"
,2号,我尊重每一个人的选择，理解他们的生活没有义务成为我人生的一部分。,2,我尊重每一个人的选择，理解他们的生活没有义务成为我人生的一部分。,人际交往,"['快乐地单身着', '处在一段艰难的亲密关系中', '最近刚分手']",['一般'],"['自己', '感情']"
https://www.zhihu.com/question/505024365/answer/2269892465 https://www.zhihu.com/question/655812741/answer/3502549964 https://www.zhihu.com/question/287849222/answer/458128741 https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060,3号,我内心的堡垒坚强而温暖，与人交往正如春水初生，生机勃勃。,2,我内心的堡垒坚强而温暖，与人交往正如春水初生，生机勃勃。,治愈之旅,"['快乐地单身着', '正在恋爱', '单身但准备好了开始新的恋情']",['很好'],"['朋友', '感情']"
,2号,我发现，当我不过度用力时，事情往往更顺利。,2,我发现，当我不过度用力时，事情往往更顺利。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情', '一般']","['很好', '一般']",['自己']
,2号,我追求的是智慧的增长，而非无果的内耗。,1,我追求的是智慧的增长，而非无果的内耗。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],"['自己', '学业']"
https://www.zhihu.com/question/309682535/answer/582181598 https://www.zhihu.com/question/22608645/answer/776241381 https://www.zhihu.com/question/315494956/answer/1465036439 https://www.zhihu.com/question/22608645/answer/776241381,3号,我是自己故事的主角，无人能替，无人能夺。,2,我是自己故事的主角，无人能替，无人能夺。,自信,['快乐地单身着'],"['开心', '很好']",['自己']
https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/609810332/answer/3099406528 https://www.zhihu.com/question/436587911/answer/1823819516 ,3号,我的生命起伏，却有希望的种子相伴。,2,我的生命起伏，却有希望的种子相伴。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['一般'],['自己']
https://www.zhihu.com/question/522753742/answer/3534103042 https://www.zhihu.com/question/357978609/answer/2232623516 https://www.zhihu.com/question/661092845/answer/3565404608 https://www.zhihu.com/question/32159310/answer/1065726051,3号,我主宰情绪，不当情绪的奴隶。,2,我主宰情绪，不当情绪的奴隶。,情感疗愈,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']",['自己']
https://www.zhihu.com/question/505024365/answer/2269892465 https://www.zhihu.com/question/655812741/answer/3502549964 https://www.zhihu.com/question/287849222/answer/458128741 https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060,3号,我学会用言语搭建理解的桥梁，从不放弃沟通的可能。,1,我学会用言语搭建理解的桥梁，从不放弃沟通的可能。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '处在一段艰难的亲密关系中', '有点辛苦的暗恋']","['很好', '开心', '一般']","['朋友', '感情']"
 https://www.zhihu.com/question/59242753/answer/2537739998 https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/413996947/answer/1409370789,3号,我明白沟通是桥梁，尊重是桥基，两者缺一不可。,2,我明白沟通是桥梁，尊重是桥基，两者缺一不可。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '处在一段艰难的亲密关系中']","['很好', '一般']","['朋友', '感情']"
,2号,我成长时会坚持自己的方向。,1,我成长时会坚持自己的方向。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],['自己']
https://www.zhihu.com/question/415379183/answer/1473067848 https://www.zhihu.com/question/522688509/answer/2462647129 ,3号,我认识到每个人的独特性，这让我更包容也更开放。,2,我认识到每个人的独特性，这让我更包容也更开放。,人际交往,"['快乐地单身着', '正在恋爱', '单身但准备好了开始新的恋情']","['很好', '一般']","['自己', '朋友', '感情']"
,2号,我有足够的耐心，无论怎样曲折，我都将坚持到底。,1,我有足够的耐心，无论怎样曲折，我都将坚持到底。,自信,"['快乐地单身着', '处在一段艰难的亲密关系中', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['一般'],['自己']
,2号,我理解目标与方法的不确定性，但依然勇敢逐梦。,1,我理解目标与方法的不确定性，但依然勇敢逐梦。,成为英雄,"['快乐地单身着', '单身但准备好了开始新的恋情']",['一般'],['自己']
,2号,我拥抱变化，以开放的心态面对每个新开始。,2,我拥抱变化，以开放的心态面对每个新开始。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
,2号,我坚信每一步的辛勤付出，都在印证着与世界的交流。,1,我坚信每一步的辛勤付出，都在印证着与世界的交流。,人际交往,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['很好'],"['朋友', '工作']"
https://www.zhihu.com/question/417493582/answer/2499848810 https://www.zhihu.com/question/609810332/answer/3099406528 https://www.zhihu.com/question/436587911/answer/1823819516 ,3号,昨日的忧愁已随风而去，今日的我在阳光下更加坚韧不拔。,2,昨日的忧愁已随风而去，今日的我在阳光下更加坚韧不拔。,个人成长,"['快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['开心', '很好']","['感情', '自己']"
https://www.zhihu.com/question/19667945/answer/2120044151 https://www.zhihu.com/question/21732989/answer/1967603425 https://www.zhihu.com/question/539615323/answer/2573303666 https://www.zhihu.com/question/20080219/answer/2229301858 https://www.zhihu.com/question/265741216/answer/1668314847 https://www.zhihu.com/question/21732989/answer/1967603425,3号,我学会放权，信任与支持他人，远离权力的束缚。,1,我学会放权，信任与支持他人，远离权力的束缚。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",['很好'],"['朋友', '工作', '自己']"
,2号,我不因他人的挫败而幸灾乐祸。,2,我不因他人的挫败而幸灾乐祸。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']",['一般'],['自己']
,2号,我不受外界负面预期影响。,1,我不受外界负面预期影响。,自信,"['快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '开心']",['自己']
,2号,我对过去的反思是自我提升的阶梯，不是自缚的茧。,2,我对过去的反思是自我提升的阶梯，不是自缚的茧。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['很好'],['自己']
,2号,我积极传递正能量，我的影响力将超越我的存在本身。,1,我积极传递正能量，我的影响力将超越我的存在本身。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好', '一般']",['自己']
https://www.zhihu.com/question/20386438/answer/1205529015 https://www.zhihu.com/question/19733748/answer/729055660 https://www.zhihu.com/question/702690752/answer/4730094577 https://www.zhihu.com/question/522688509/answer/2462647129 https://www.zhihu.com/question/509380670/answer/3584463951 ,3号,我自信满满，犹如春日繁花似锦。,1,我自信满满，犹如春日繁花似锦。,自信,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['自己']
https://www.zhihu.com/question/505024365/answer/2269892465 https://www.zhihu.com/question/655812741/answer/3502549964 https://www.zhihu.com/question/287849222/answer/458128741 https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/633364716/answer/3424618060,3号,我学会了倾听，也懂得了如何让人倾听我的心声。,2,我学会了倾听，也懂得了如何让人倾听我的心声。,人际交往,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']",['很好'],"['朋友', '感情']"
,2号,失望时，我调整期望而非放弃。,1,失望时，我调整期望而非放弃。,个人成长,"['快乐地单身着', '处在一段艰难的亲密关系中', '最近刚分手']","['一般', '不好']","['自己', '感情']"
https://www.zhihu.com/question/418006057/answer/1827778336 https://www.zhihu.com/question/585881523/answer/2907953417 https://www.zhihu.com/question/522688509/answer/2462647129 ,3号,曾经的爱如流水温柔，我将这份温柔化为前行的舟。,1,曾经的爱如流水温柔，我将这份温柔化为前行的舟。,情感疗愈,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手']","['一般', '不好', '糟糕']",['感情']
https://www.zhihu.com/question/644505985/answer/3434650809 https://www.zhihu.com/question/613282723/answer/3153452413 https://www.zhihu.com/question/28642580/answer/1874813027 https://www.zhihu.com/question/467737273/answer/1963496023 https://www.zhihu.com/question/550654726/answer/2651564889,3号,我懂得在平凡中发现爱的光芒，这份爱温暖而坚韧。,2,我懂得在平凡中发现爱的光芒，这份爱温暖而坚韧。,情感疗愈,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['开心', '很好']",['感情']
,2号,我的天赋不设限，它等待着我在行动中发现和发掘。,1,我的天赋不设限，它等待着我在行动中发现和发掘。,个人成长,"['正在恋爱', '处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '最近刚分手', '有点辛苦的暗恋']","['开心', '很好']",['自己']
,2号,我成为一个能够展现柔软力量和内在成熟的人。,1,我成为一个能够展现柔软力量和内在成熟的人。,个人成长,"['正在恋爱', '快乐地单身着', '单身但准备好了开始新的恋情']","['一般', '很好']",['自己']
https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/23418252/answer/659008704 https://www.zhihu.com/question/52506086/answer/2758913171 https://www.zhihu.com/question/20248729/answer/2067118565 https://www.zhihu.com/question/296898800/answer/2268747553,3号,我在寻找共鸣，每一次对话都是探索。,2,我在寻找共鸣，每一次对话都是探索。,人际交往,"['处在一段艰难的亲密关系中', '快乐地单身着', '单身但准备好了开始新的恋情', '有点辛苦的暗恋']",['一般'],"['朋友', '感情']"
