用户问题/症状,用户1级需求,用户2级需求,自我肯定语,生产者,参考需求,反思日志,zhihu_link
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我在复杂的情绪中找到自我平衡的力量，一步步走向成熟。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我接受现实，同时拥抱改变，因为我明白改变始于接纳。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我选择以宽容的心态看待愤怒，从中学习而非沉沦于怨恨。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我给予自己暂停的权利，让自己在忙碌的生活中找到安慰。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我愿意倾听内心的声音，渐渐分辨每一种情绪背后的真理。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我认识到，即便在挫败中，保持善良与理智也是我的选择。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我愿意耐心等待自己和他人，因为我知道等待是成长的一部分。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我不以施予为目的，而是寻找施予背后爱的真正含义。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我克服了妄念，认识到接受现实是改变它的第一步。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我学会了管理自己的情绪，不让他人担负我情绪的负担。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我接受现实，但我知道这不会阻碍我追求更好的未来。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我满意度与努力并行，它们不是对立的，而是我前进的动力。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我对现实的理解深刻，它可以是我改变的起点。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我的行动是改变现状的底气，我将拥抱责任，不把不满作为逃避的借口。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我在情绪的波动中寻得平衡，不让情绪主宰我的命运。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我承认自己的不完美，同时我赋予自己改正的机会。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我明白爱不是一种交易，而是无怨无悔的给予与包容。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我学会管理自己的情绪，不让它成为他人负担。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,在我的心中，愤怒不是力量的来源，而是理智和耐心的考验。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
情绪：愤怒与怨恨,承认并接受自己对自己存在不满,鼓励自己反思和分析自己的负面情绪，找到平和心境的方法,我不是任何人的奴隶，而是现实的朋友，我们可以共同成长。,2号,1级需求: 承认并接受自己对自己存在不满,1级需求: 承认并接受自己对自己存在不满,https://zhuanlan.zhihu.com/p/498827667 https://www.zhihu.com/question/455128235/answer/1842812747 https://www.zhihu.com/question/436587911/answer/1823819516 https://www.zhihu.com/question/411506270/answer/1378172780 
